,door_state,smoke_state,keypad_state,temperature_state,humidity_state,ldr_state,camera_state,rtc_time_state
49585,fluctuate,on,non_auth,fluctuate,decreasing,increasing,5,day
49586,fluctuate,on,non_auth,fluctuate,decreasing,increasing,5,noon
49587,fluctuate,on,non_auth,fluctuate,decreasing,increasing,5,evening
49588,fluctuate,on,non_auth,fluctuate,decreasing,increasing,5,dusk
49589,fluctuate,on,non_auth,fluctuate,decreasing,increasing,5,night
49590,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,1,dawn
49591,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,1,day
49592,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,1,noon
49593,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,1,evening
49594,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,1,dusk
49595,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,1,night
49596,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,2,dawn
49597,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,2,day
49598,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,2,noon
49599,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,2,evening
49600,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,2,dusk
49601,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,2,night
49602,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,3,dawn
49603,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,3,day
49604,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,3,noon
49605,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,3,evening
49606,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,3,dusk
49607,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,3,night
49608,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,4,dawn
49609,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,4,day
49610,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,4,noon
49611,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,4,evening
49612,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,4,dusk
49613,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,4,night
49614,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,5,dawn
49615,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,5,day
49616,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,5,noon
49617,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,5,evening
49618,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,5,dusk
49619,fluctuate,on,non_auth,fluctuate,decreasing,decreasing,5,night
49620,fluctuate,on,non_auth,fluctuate,decreasing,stable,1,dawn
49621,fluctuate,on,non_auth,fluctuate,decreasing,stable,1,day
49622,fluctuate,on,non_auth,fluctuate,decreasing,stable,1,noon
49623,fluctuate,on,non_auth,fluctuate,decreasing,stable,1,evening
49624,fluctuate,on,non_auth,fluctuate,decreasing,stable,1,dusk
49625,fluctuate,on,non_auth,fluctuate,decreasing,stable,1,night
49626,fluctuate,on,non_auth,fluctuate,decreasing,stable,2,dawn
49627,fluctuate,on,non_auth,fluctuate,decreasing,stable,2,day
49628,fluctuate,on,non_auth,fluctuate,decreasing,stable,2,noon
49629,fluctuate,on,non_auth,fluctuate,decreasing,stable,2,evening
49630,fluctuate,on,non_auth,fluctuate,decreasing,stable,2,dusk
49631,fluctuate,on,non_auth,fluctuate,decreasing,stable,2,night
49632,fluctuate,on,non_auth,fluctuate,decreasing,stable,3,dawn
49633,fluctuate,on,non_auth,fluctuate,decreasing,stable,3,day
49634,fluctuate,on,non_auth,fluctuate,decreasing,stable,3,noon
49635,fluctuate,on,non_auth,fluctuate,decreasing,stable,3,evening
49636,fluctuate,on,non_auth,fluctuate,decreasing,stable,3,dusk
49637,fluctuate,on,non_auth,fluctuate,decreasing,stable,3,night
49638,fluctuate,on,non_auth,fluctuate,decreasing,stable,4,dawn
49639,fluctuate,on,non_auth,fluctuate,decreasing,stable,4,day
49640,fluctuate,on,non_auth,fluctuate,decreasing,stable,4,noon
49641,fluctuate,on,non_auth,fluctuate,decreasing,stable,4,evening
49642,fluctuate,on,non_auth,fluctuate,decreasing,stable,4,dusk
49643,fluctuate,on,non_auth,fluctuate,decreasing,stable,4,night
49644,fluctuate,on,non_auth,fluctuate,decreasing,stable,5,dawn
49645,fluctuate,on,non_auth,fluctuate,decreasing,stable,5,day
49646,fluctuate,on,non_auth,fluctuate,decreasing,stable,5,noon
49647,fluctuate,on,non_auth,fluctuate,decreasing,stable,5,evening
49648,fluctuate,on,non_auth,fluctuate,decreasing,stable,5,dusk
49649,fluctuate,on,non_auth,fluctuate,decreasing,stable,5,night
49650,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,1,dawn
49651,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,1,day
49652,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,1,noon
49653,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,1,evening
49654,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,1,dusk
49655,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,1,night
49656,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,2,dawn
49657,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,2,day
49658,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,2,noon
49659,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,2,evening
49660,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,2,dusk
49661,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,2,night
49662,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,3,dawn
49663,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,3,day
49664,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,3,noon
49665,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,3,evening
49666,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,3,dusk
49667,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,3,night
49668,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,4,dawn
49669,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,4,day
49670,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,4,noon
49671,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,4,evening
49672,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,4,dusk
49673,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,4,night
49674,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,5,dawn
49675,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,5,day
49676,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,5,noon
49677,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,5,evening
49678,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,5,dusk
49679,fluctuate,on,non_auth,fluctuate,decreasing,fluctuate,5,night
49680,fluctuate,on,non_auth,fluctuate,stable,increasing,1,dawn
49681,fluctuate,on,non_auth,fluctuate,stable,increasing,1,day
49682,fluctuate,on,non_auth,fluctuate,stable,increasing,1,noon
49683,fluctuate,on,non_auth,fluctuate,stable,increasing,1,evening
49684,fluctuate,on,non_auth,fluctuate,stable,increasing,1,dusk
49685,fluctuate,on,non_auth,fluctuate,stable,increasing,1,night
49686,fluctuate,on,non_auth,fluctuate,stable,increasing,2,dawn
49687,fluctuate,on,non_auth,fluctuate,stable,increasing,2,day
49688,fluctuate,on,non_auth,fluctuate,stable,increasing,2,noon
49689,fluctuate,on,non_auth,fluctuate,stable,increasing,2,evening
49690,fluctuate,on,non_auth,fluctuate,stable,increasing,2,dusk
49691,fluctuate,on,non_auth,fluctuate,stable,increasing,2,night
49692,fluctuate,on,non_auth,fluctuate,stable,increasing,3,dawn
49693,fluctuate,on,non_auth,fluctuate,stable,increasing,3,day
49694,fluctuate,on,non_auth,fluctuate,stable,increasing,3,noon
49695,fluctuate,on,non_auth,fluctuate,stable,increasing,3,evening
49696,fluctuate,on,non_auth,fluctuate,stable,increasing,3,dusk
49697,fluctuate,on,non_auth,fluctuate,stable,increasing,3,night
49698,fluctuate,on,non_auth,fluctuate,stable,increasing,4,dawn
49699,fluctuate,on,non_auth,fluctuate,stable,increasing,4,day
49700,fluctuate,on,non_auth,fluctuate,stable,increasing,4,noon
49701,fluctuate,on,non_auth,fluctuate,stable,increasing,4,evening
49702,fluctuate,on,non_auth,fluctuate,stable,increasing,4,dusk
49703,fluctuate,on,non_auth,fluctuate,stable,increasing,4,night
49704,fluctuate,on,non_auth,fluctuate,stable,increasing,5,dawn
49705,fluctuate,on,non_auth,fluctuate,stable,increasing,5,day
49706,fluctuate,on,non_auth,fluctuate,stable,increasing,5,noon
49707,fluctuate,on,non_auth,fluctuate,stable,increasing,5,evening
49708,fluctuate,on,non_auth,fluctuate,stable,increasing,5,dusk
49709,fluctuate,on,non_auth,fluctuate,stable,increasing,5,night
49710,fluctuate,on,non_auth,fluctuate,stable,decreasing,1,dawn
49711,fluctuate,on,non_auth,fluctuate,stable,decreasing,1,day
49712,fluctuate,on,non_auth,fluctuate,stable,decreasing,1,noon
49713,fluctuate,on,non_auth,fluctuate,stable,decreasing,1,evening
49714,fluctuate,on,non_auth,fluctuate,stable,decreasing,1,dusk
49715,fluctuate,on,non_auth,fluctuate,stable,decreasing,1,night
49716,fluctuate,on,non_auth,fluctuate,stable,decreasing,2,dawn
49717,fluctuate,on,non_auth,fluctuate,stable,decreasing,2,day
49718,fluctuate,on,non_auth,fluctuate,stable,decreasing,2,noon
49719,fluctuate,on,non_auth,fluctuate,stable,decreasing,2,evening
49720,fluctuate,on,non_auth,fluctuate,stable,decreasing,2,dusk
49721,fluctuate,on,non_auth,fluctuate,stable,decreasing,2,night
49722,fluctuate,on,non_auth,fluctuate,stable,decreasing,3,dawn
49723,fluctuate,on,non_auth,fluctuate,stable,decreasing,3,day
49724,fluctuate,on,non_auth,fluctuate,stable,decreasing,3,noon
49725,fluctuate,on,non_auth,fluctuate,stable,decreasing,3,evening
49726,fluctuate,on,non_auth,fluctuate,stable,decreasing,3,dusk
49727,fluctuate,on,non_auth,fluctuate,stable,decreasing,3,night
49728,fluctuate,on,non_auth,fluctuate,stable,decreasing,4,dawn
49729,fluctuate,on,non_auth,fluctuate,stable,decreasing,4,day
49730,fluctuate,on,non_auth,fluctuate,stable,decreasing,4,noon
49731,fluctuate,on,non_auth,fluctuate,stable,decreasing,4,evening
49732,fluctuate,on,non_auth,fluctuate,stable,decreasing,4,dusk
49733,fluctuate,on,non_auth,fluctuate,stable,decreasing,4,night
49734,fluctuate,on,non_auth,fluctuate,stable,decreasing,5,dawn
49735,fluctuate,on,non_auth,fluctuate,stable,decreasing,5,day
49736,fluctuate,on,non_auth,fluctuate,stable,decreasing,5,noon
49737,fluctuate,on,non_auth,fluctuate,stable,decreasing,5,evening
49738,fluctuate,on,non_auth,fluctuate,stable,decreasing,5,dusk
49739,fluctuate,on,non_auth,fluctuate,stable,decreasing,5,night
49740,fluctuate,on,non_auth,fluctuate,stable,stable,1,dawn
49741,fluctuate,on,non_auth,fluctuate,stable,stable,1,day
49742,fluctuate,on,non_auth,fluctuate,stable,stable,1,noon
49743,fluctuate,on,non_auth,fluctuate,stable,stable,1,evening
49744,fluctuate,on,non_auth,fluctuate,stable,stable,1,dusk
49745,fluctuate,on,non_auth,fluctuate,stable,stable,1,night
49746,fluctuate,on,non_auth,fluctuate,stable,stable,2,dawn
49747,fluctuate,on,non_auth,fluctuate,stable,stable,2,day
49748,fluctuate,on,non_auth,fluctuate,stable,stable,2,noon
49749,fluctuate,on,non_auth,fluctuate,stable,stable,2,evening
49750,fluctuate,on,non_auth,fluctuate,stable,stable,2,dusk
49751,fluctuate,on,non_auth,fluctuate,stable,stable,2,night
49752,fluctuate,on,non_auth,fluctuate,stable,stable,3,dawn
49753,fluctuate,on,non_auth,fluctuate,stable,stable,3,day
49754,fluctuate,on,non_auth,fluctuate,stable,stable,3,noon
49755,fluctuate,on,non_auth,fluctuate,stable,stable,3,evening
49756,fluctuate,on,non_auth,fluctuate,stable,stable,3,dusk
49757,fluctuate,on,non_auth,fluctuate,stable,stable,3,night
49758,fluctuate,on,non_auth,fluctuate,stable,stable,4,dawn
49759,fluctuate,on,non_auth,fluctuate,stable,stable,4,day
49760,fluctuate,on,non_auth,fluctuate,stable,stable,4,noon
49761,fluctuate,on,non_auth,fluctuate,stable,stable,4,evening
49762,fluctuate,on,non_auth,fluctuate,stable,stable,4,dusk
49763,fluctuate,on,non_auth,fluctuate,stable,stable,4,night
49764,fluctuate,on,non_auth,fluctuate,stable,stable,5,dawn
49765,fluctuate,on,non_auth,fluctuate,stable,stable,5,day
49766,fluctuate,on,non_auth,fluctuate,stable,stable,5,noon
49767,fluctuate,on,non_auth,fluctuate,stable,stable,5,evening
49768,fluctuate,on,non_auth,fluctuate,stable,stable,5,dusk
49769,fluctuate,on,non_auth,fluctuate,stable,stable,5,night
49770,fluctuate,on,non_auth,fluctuate,stable,fluctuate,1,dawn
49771,fluctuate,on,non_auth,fluctuate,stable,fluctuate,1,day
49772,fluctuate,on,non_auth,fluctuate,stable,fluctuate,1,noon
49773,fluctuate,on,non_auth,fluctuate,stable,fluctuate,1,evening
49774,fluctuate,on,non_auth,fluctuate,stable,fluctuate,1,dusk
49775,fluctuate,on,non_auth,fluctuate,stable,fluctuate,1,night
49776,fluctuate,on,non_auth,fluctuate,stable,fluctuate,2,dawn
49777,fluctuate,on,non_auth,fluctuate,stable,fluctuate,2,day
49778,fluctuate,on,non_auth,fluctuate,stable,fluctuate,2,noon
49779,fluctuate,on,non_auth,fluctuate,stable,fluctuate,2,evening
49780,fluctuate,on,non_auth,fluctuate,stable,fluctuate,2,dusk
49781,fluctuate,on,non_auth,fluctuate,stable,fluctuate,2,night
49782,fluctuate,on,non_auth,fluctuate,stable,fluctuate,3,dawn
49783,fluctuate,on,non_auth,fluctuate,stable,fluctuate,3,day
49784,fluctuate,on,non_auth,fluctuate,stable,fluctuate,3,noon
49785,fluctuate,on,non_auth,fluctuate,stable,fluctuate,3,evening
49786,fluctuate,on,non_auth,fluctuate,stable,fluctuate,3,dusk
49787,fluctuate,on,non_auth,fluctuate,stable,fluctuate,3,night
49788,fluctuate,on,non_auth,fluctuate,stable,fluctuate,4,dawn
49789,fluctuate,on,non_auth,fluctuate,stable,fluctuate,4,day
49790,fluctuate,on,non_auth,fluctuate,stable,fluctuate,4,noon
49791,fluctuate,on,non_auth,fluctuate,stable,fluctuate,4,evening
49792,fluctuate,on,non_auth,fluctuate,stable,fluctuate,4,dusk
49793,fluctuate,on,non_auth,fluctuate,stable,fluctuate,4,night
49794,fluctuate,on,non_auth,fluctuate,stable,fluctuate,5,dawn
49795,fluctuate,on,non_auth,fluctuate,stable,fluctuate,5,day
49796,fluctuate,on,non_auth,fluctuate,stable,fluctuate,5,noon
49797,fluctuate,on,non_auth,fluctuate,stable,fluctuate,5,evening
49798,fluctuate,on,non_auth,fluctuate,stable,fluctuate,5,dusk
49799,fluctuate,on,non_auth,fluctuate,stable,fluctuate,5,night
49800,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,1,dawn
49801,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,1,day
49802,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,1,noon
49803,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,1,evening
49804,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,1,dusk
49805,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,1,night
49806,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,2,dawn
49807,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,2,day
49808,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,2,noon
49809,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,2,evening
49810,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,2,dusk
49811,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,2,night
49812,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,3,dawn
49813,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,3,day
49814,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,3,noon
49815,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,3,evening
49816,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,3,dusk
49817,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,3,night
49818,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,4,dawn
49819,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,4,day
49820,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,4,noon
49821,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,4,evening
49822,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,4,dusk
49823,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,4,night
49824,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,5,dawn
49825,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,5,day
49826,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,5,noon
49827,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,5,evening
49828,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,5,dusk
49829,fluctuate,on,non_auth,fluctuate,fluctuate,increasing,5,night
49830,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,1,dawn
49831,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,1,day
49832,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,1,noon
49833,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,1,evening
49834,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,1,dusk
49835,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,1,night
49836,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,2,dawn
49837,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,2,day
49838,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,2,noon
49839,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,2,evening
49840,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,2,dusk
49841,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,2,night
49842,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,3,dawn
49843,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,3,day
49844,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,3,noon
49845,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,3,evening
49846,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,3,dusk
49847,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,3,night
49848,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,4,dawn
49849,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,4,day
49850,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,4,noon
49851,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,4,evening
49852,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,4,dusk
49853,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,4,night
49854,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,5,dawn
49855,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,5,day
49856,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,5,noon
49857,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,5,evening
49858,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,5,dusk
49859,fluctuate,on,non_auth,fluctuate,fluctuate,decreasing,5,night
49860,fluctuate,on,non_auth,fluctuate,fluctuate,stable,1,dawn
49861,fluctuate,on,non_auth,fluctuate,fluctuate,stable,1,day
49862,fluctuate,on,non_auth,fluctuate,fluctuate,stable,1,noon
49863,fluctuate,on,non_auth,fluctuate,fluctuate,stable,1,evening
49864,fluctuate,on,non_auth,fluctuate,fluctuate,stable,1,dusk
49865,fluctuate,on,non_auth,fluctuate,fluctuate,stable,1,night
49866,fluctuate,on,non_auth,fluctuate,fluctuate,stable,2,dawn
49867,fluctuate,on,non_auth,fluctuate,fluctuate,stable,2,day
49868,fluctuate,on,non_auth,fluctuate,fluctuate,stable,2,noon
49869,fluctuate,on,non_auth,fluctuate,fluctuate,stable,2,evening
49870,fluctuate,on,non_auth,fluctuate,fluctuate,stable,2,dusk
49871,fluctuate,on,non_auth,fluctuate,fluctuate,stable,2,night
49872,fluctuate,on,non_auth,fluctuate,fluctuate,stable,3,dawn
49873,fluctuate,on,non_auth,fluctuate,fluctuate,stable,3,day
49874,fluctuate,on,non_auth,fluctuate,fluctuate,stable,3,noon
49875,fluctuate,on,non_auth,fluctuate,fluctuate,stable,3,evening
49876,fluctuate,on,non_auth,fluctuate,fluctuate,stable,3,dusk
49877,fluctuate,on,non_auth,fluctuate,fluctuate,stable,3,night
49878,fluctuate,on,non_auth,fluctuate,fluctuate,stable,4,dawn
49879,fluctuate,on,non_auth,fluctuate,fluctuate,stable,4,day
49880,fluctuate,on,non_auth,fluctuate,fluctuate,stable,4,noon
49881,fluctuate,on,non_auth,fluctuate,fluctuate,stable,4,evening
49882,fluctuate,on,non_auth,fluctuate,fluctuate,stable,4,dusk
49883,fluctuate,on,non_auth,fluctuate,fluctuate,stable,4,night
49884,fluctuate,on,non_auth,fluctuate,fluctuate,stable,5,dawn
49885,fluctuate,on,non_auth,fluctuate,fluctuate,stable,5,day
49886,fluctuate,on,non_auth,fluctuate,fluctuate,stable,5,noon
49887,fluctuate,on,non_auth,fluctuate,fluctuate,stable,5,evening
49888,fluctuate,on,non_auth,fluctuate,fluctuate,stable,5,dusk
49889,fluctuate,on,non_auth,fluctuate,fluctuate,stable,5,night
49890,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,1,dawn
49891,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,1,day
49892,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,1,noon
49893,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,1,evening
49894,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,1,dusk
49895,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,1,night
49896,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,2,dawn
49897,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,2,day
49898,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,2,noon
49899,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,2,evening
49900,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,2,dusk
49901,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,2,night
49902,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,3,dawn
49903,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,3,day
49904,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,3,noon
49905,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,3,evening
49906,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,3,dusk
49907,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,3,night
49908,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,4,dawn
49909,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,4,day
49910,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,4,noon
49911,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,4,evening
49912,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,4,dusk
49913,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,4,night
49914,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,5,dawn
49915,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,5,day
49916,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,5,noon
49917,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,5,evening
49918,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,5,dusk
49919,fluctuate,on,non_auth,fluctuate,fluctuate,fluctuate,5,night
49920,fluctuate,on,none,increasing,increasing,increasing,1,dawn
49921,fluctuate,on,none,increasing,increasing,increasing,1,day
49922,fluctuate,on,none,increasing,increasing,increasing,1,noon
49923,fluctuate,on,none,increasing,increasing,increasing,1,evening
49924,fluctuate,on,none,increasing,increasing,increasing,1,dusk
49925,fluctuate,on,none,increasing,increasing,increasing,1,night
49926,fluctuate,on,none,increasing,increasing,increasing,2,dawn
49927,fluctuate,on,none,increasing,increasing,increasing,2,day
49928,fluctuate,on,none,increasing,increasing,increasing,2,noon
49929,fluctuate,on,none,increasing,increasing,increasing,2,evening
49930,fluctuate,on,none,increasing,increasing,increasing,2,dusk
49931,fluctuate,on,none,increasing,increasing,increasing,2,night
49932,fluctuate,on,none,increasing,increasing,increasing,3,dawn
49933,fluctuate,on,none,increasing,increasing,increasing,3,day
49934,fluctuate,on,none,increasing,increasing,increasing,3,noon
49935,fluctuate,on,none,increasing,increasing,increasing,3,evening
49936,fluctuate,on,none,increasing,increasing,increasing,3,dusk
49937,fluctuate,on,none,increasing,increasing,increasing,3,night
49938,fluctuate,on,none,increasing,increasing,increasing,4,dawn
49939,fluctuate,on,none,increasing,increasing,increasing,4,day
49940,fluctuate,on,none,increasing,increasing,increasing,4,noon
49941,fluctuate,on,none,increasing,increasing,increasing,4,evening
49942,fluctuate,on,none,increasing,increasing,increasing,4,dusk
49943,fluctuate,on,none,increasing,increasing,increasing,4,night
49944,fluctuate,on,none,increasing,increasing,increasing,5,dawn
49945,fluctuate,on,none,increasing,increasing,increasing,5,day
49946,fluctuate,on,none,increasing,increasing,increasing,5,noon
49947,fluctuate,on,none,increasing,increasing,increasing,5,evening
49948,fluctuate,on,none,increasing,increasing,increasing,5,dusk
49949,fluctuate,on,none,increasing,increasing,increasing,5,night
49950,fluctuate,on,none,increasing,increasing,decreasing,1,dawn
49951,fluctuate,on,none,increasing,increasing,decreasing,1,day
49952,fluctuate,on,none,increasing,increasing,decreasing,1,noon
49953,fluctuate,on,none,increasing,increasing,decreasing,1,evening
49954,fluctuate,on,none,increasing,increasing,decreasing,1,dusk
49955,fluctuate,on,none,increasing,increasing,decreasing,1,night
49956,fluctuate,on,none,increasing,increasing,decreasing,2,dawn
49957,fluctuate,on,none,increasing,increasing,decreasing,2,day
49958,fluctuate,on,none,increasing,increasing,decreasing,2,noon
49959,fluctuate,on,none,increasing,increasing,decreasing,2,evening
49960,fluctuate,on,none,increasing,increasing,decreasing,2,dusk
49961,fluctuate,on,none,increasing,increasing,decreasing,2,night
49962,fluctuate,on,none,increasing,increasing,decreasing,3,dawn
49963,fluctuate,on,none,increasing,increasing,decreasing,3,day
49964,fluctuate,on,none,increasing,increasing,decreasing,3,noon
49965,fluctuate,on,none,increasing,increasing,decreasing,3,evening
49966,fluctuate,on,none,increasing,increasing,decreasing,3,dusk
49967,fluctuate,on,none,increasing,increasing,decreasing,3,night
49968,fluctuate,on,none,increasing,increasing,decreasing,4,dawn
49969,fluctuate,on,none,increasing,increasing,decreasing,4,day
49970,fluctuate,on,none,increasing,increasing,decreasing,4,noon
49971,fluctuate,on,none,increasing,increasing,decreasing,4,evening
49972,fluctuate,on,none,increasing,increasing,decreasing,4,dusk
49973,fluctuate,on,none,increasing,increasing,decreasing,4,night
49974,fluctuate,on,none,increasing,increasing,decreasing,5,dawn
49975,fluctuate,on,none,increasing,increasing,decreasing,5,day
49976,fluctuate,on,none,increasing,increasing,decreasing,5,noon
49977,fluctuate,on,none,increasing,increasing,decreasing,5,evening
49978,fluctuate,on,none,increasing,increasing,decreasing,5,dusk
49979,fluctuate,on,none,increasing,increasing,decreasing,5,night
